ts,code,description,lat,long,cost
9/16/13 21:24,3AF,Robbery - Street,39.28727,-76.64086,59000
9/16/13 21:30,3AF,Robbery - Street,39.29833,-76.66517,59000
9/17/13 0:01,4A,Agg. Assault,39.29391,-76.64628,59000
9/17/13 0:55,4A,Agg. Assault,39.23774,-76.60686,59000
9/17/13 0:55,4A,Agg. Assault,39.23774,-76.60686,59000
9/17/13 9:45,3AF,Robbery - Street,39.32282,-76.61088,59000
9/17/13 12:00,3AF,Robbery - Street,39.30897,-76.63747,59000
9/17/13 21:24,3AF,Robbery - Street,39.31065,-76.64132,59000
9/17/13 22:00,3AF,Robbery - Street,39.32851,-76.5949,59000
9/17/13 22:15,3CF,Robbery - Commercial,39.32368,-76.6094,59000
9/17/13 23:50,3JF,Robbery - Residence,39.24346,-76.62655,59000
9/17/13 23:50,3JF,Robbery - Residence,39.24346,-76.62655,59000
9/17/13 23:50,3JF,Robbery - Residence,39.24346,-76.62655,59000
9/17/13 23:50,3JF,Robbery - Residence,39.24346,-76.62655,59000
9/17/13 23:53,9S,Shooting,39.24346,-76.62655,59000
9/18/13 13:38,4A,Agg. Assault,39.2977,-76.68909,59000
9/18/13 15:05,4A,Agg. Assault,39.25412,-76.64526,59000
9/18/13 20:30,3AF,Robbery - Street,39.29319,-76.62114,59000
9/18/13 20:30,3AF,Robbery - Street,39.31335,-76.65629,59000
9/18/13 22:21,1F,Homicide,39.31121,-76.61232,441300
9/19/13 1:50,3AF,Robbery - Street,39.29964,-76.56106,59000
9/19/13 14:04,9S,Shooting,39.31017,-76.58299,59000
9/19/13 14:04,1F,Homicide,39.31017,-76.58299,441300
9/19/13 16:33,3AF,Robbery - Street,39.30141,-76.6477,59000
9/20/13 4:00,3AF,Robbery - Street,39.34738,-76.59937,59000
9/20/13 4:54,3AF,Robbery - Street,39.25465,-76.6492,59000
9/20/13 13:51,3JF,Robbery - Residence,39.26787,-76.68753,59000
9/20/13 16:43,3AF,Robbery - Street,39.3532,-76.56047,59000
9/21/13 0:45,3AF,Robbery - Street,39.28244,-76.59645,59000
9/21/13 2:12,1F,Homicide,39.34635,-76.68981,441300
9/21/13 3:45,3AF,Robbery - Street,39.29536,-76.56777,59000
9/21/13 10:00,3AF,Robbery - Street,39.3237,-76.59855,59000
9/21/13 20:15,3AF,Robbery - Street,39.32266,-76.56169,59000
9/21/13 22:15,3AF,Robbery - Street,39.24429,-76.62694,59000
9/22/13 0:15,4A,Agg. Assault,39.33151,-76.63514,59000
9/22/13 3:30,3AF,Robbery - Street,39.28648,-76.59458,59000
9/22/13 9:54,3JF,Robbery - Residence,39.30705,-76.64063,59000
9/22/13 9:54,3JF,Robbery - Residence,39.30705,-76.64063,59000
9/22/13 11:45,4A,Agg. Assault,39.29978,-76.58464,59000
9/22/13 11:45,4A,Agg. Assault,39.29978,-76.58464,59000
9/22/13 11:45,9S,Shooting,39.29983,-76.58474,59000
9/22/13 20:14,3AF,Robbery - Street,39.29722,-76.65249,59000
9/22/13 20:29,3AF,Robbery - Street,39.23461,-76.60835,59000
9/22/13 21:00,3AF,Robbery - Street,39.31301,-76.63132,59000
9/22/13 21:10,3AF,Robbery - Street,39.29466,-76.70626,59000
9/23/13 4:37,3AF,Robbery - Street,39.29289,-76.65178,59000
9/23/13 18:30,3NF,Robbery - Street,39.29691,-76.61999,59000
9/23/13 21:00,3AF,Robbery - Street,39.34974,-76.62291,59000
9/23/13 21:15,3AF,Robbery - Street,39.31123,-76.64828,59000
9/24/13 2:40,3AF,Robbery - Street,39.23133,-76.59736,59000
9/24/13 13:29,1F,Homicide,39.32317,-76.58905,441300
9/24/13 13:30,3AF,Robbery - Street,39.28385,-76.64357,59000
9/24/13 13:40,3AF,Robbery - Street,39.35997,-76.60005,59000
9/24/13 18:00,3AF,Robbery - Street,39.33858,-76.63681,59000
9/24/13 23:21,1F,Homicide,39.33388,-76.5937,441300
9/25/13 1:00,3AF,Robbery - Street,39.29923,-76.63588,59000
9/25/13 9:00,3AJF,Robbery - Carjacking,39.28172,-76.68474,59000
9/25/13 12:08,4A,Agg. Assault,39.3153,-76.57665,59000
9/25/13 18:50,4A,Agg. Assault,39.36456,-76.59726,59000
9/25/13 18:50,4A,Agg. Assault,39.36456,-76.59726,59000
9/25/13 18:50,9S,Shooting,39.36459,-76.59727,59000
9/25/13 18:50,9S,Shooting,39.36459,-76.59727,59000
9/25/13 20:10,3CF,Robbery - Commercial,39.3592,-76.70651,59000
9/25/13 21:58,3AF,Robbery - Street,39.30246,-76.61672,59000
9/25/13 22:27,3AF,Robbery - Street,39.28652,-76.63954,59000
9/25/13 23:00,3AF,Robbery - Street,39.35652,-76.60826,59000
9/25/13 23:00,3AF,Robbery - Street,39.35652,-76.60826,59000
9/25/13 23:00,3AF,Robbery - Street,39.35652,-76.60826,59000
9/25/13 23:10,3AF,Robbery - Street,39.28294,-76.62821,59000
9/25/13 23:29,3AF,Robbery - Street,39.28782,-76.63066,59000
9/25/13 23:29,3AF,Robbery - Street,39.28782,-76.63066,59000
9/25/13 23:29,3AF,Robbery - Street,39.28782,-76.63066,59000
9/26/13 2:00,4A,Agg. Assault,39.32799,-76.68089,59000
9/26/13 16:47,1F,Homicide,39.33866,-76.68143,441300
9/26/13 18:40,3AF,Robbery - Street,39.32156,-76.59128,59000
9/26/13 20:36,3AF,Robbery - Street,39.2878,-76.64396,59000
9/26/13 20:36,3AF,Robbery - Street,39.2878,-76.64396,59000
9/26/13 20:36,3AF,Robbery - Street,39.2878,-76.64396,59000
9/26/13 20:41,3AF,Robbery - Street,39.33972,-76.70489,59000
9/26/13 21:00,3AF,Robbery - Street,39.33345,-76.67874,59000
9/26/13 21:12,4A,Agg. Assault,39.27355,-76.67137,59000
9/26/13 21:12,9S,Shooting,39.27355,-76.67137,59000
9/26/13 22:30,4A,Agg. Assault,39.35156,-76.60756,59000
9/27/13 3:35,3CF,Robbery - Commercial,39.27719,-76.56734,59000
9/27/13 4:51,3AF,Robbery - Street,39.28933,-76.67252,59000
9/27/13 13:50,4A,Agg. Assault,39.31128,-76.63314,59000
9/27/13 15:39,3AF,Robbery - Street,39.31871,-76.65353,59000
9/27/13 16:58,9S,Shooting,39.25304,-76.64849,59000
9/27/13 16:59,3AF,Robbery - Street,39.25304,-76.64849,59000
9/27/13 16:59,3AF,Robbery - Street,39.25304,-76.64849,59000
9/27/13 21:48,3AF,Robbery - Street,39.23318,-76.60396,59000
9/27/13 23:20,3AF,Robbery - Street,39.37169,-76.58358,59000
9/28/13 3:07,9S,Shooting,39.33754,-76.67561,59000
9/28/13 3:08,3EF,Robbery - Commercial,39.33754,-76.67561,59000
9/28/13 4:20,4A,Agg. Assault,39.29369,-76.68716,59000
9/29/13 0:25,3AF,Robbery - Street,39.35558,-76.69699,59000
9/29/13 0:25,3AF,Robbery - Street,39.35558,-76.69699,59000
9/29/13 2:55,3AF,Robbery - Street,39.3525,-76.56125,59000
9/29/13 3:31,3EF,Robbery - Commercial,39.26166,-76.66527,59000
9/29/13 3:46,3AF,Robbery - Street,39.33283,-76.66278,59000
9/29/13 4:10,3CF,Robbery - Commercial,39.34426,-76.64051,59000
9/29/13 4:55,3AF,Robbery - Street,39.36843,-76.58865,59000
9/29/13 18:28,4A,Agg. Assault,39.3011,-76.5795,59000
9/29/13 18:28,9S,Shooting,39.3011,-76.5795,59000
9/29/13 19:40,3AF,Robbery - Street,39.34817,-76.5575,59000
9/30/13 8:00,3AF,Robbery - Street,39.3561,-76.57095,59000
9/30/13 10:25,4A,Agg. Assault,39.33342,-76.54679,59000
9/30/13 13:06,4A,Agg. Assault,39.28075,-76.68348,59000
9/30/13 13:06,9S,Shooting,39.28075,-76.68348,59000
9/30/13 17:37,3CF,Robbery - Commercial,39.29349,-76.69301,59000
9/30/13 18:32,1F,Homicide,39.32539,-76.59197,441300
9/30/13 23:00,3AF,Robbery - Street,39.27578,-76.61423,59000
9/30/13 23:00,3AF,Robbery - Street,39.27578,-76.61423,59000
10/1/13 0:42,3AF,Robbery - Street,39.27803,-76.67157,59000
10/1/13 1:35,3AF,Robbery - Street,39.30328,-76.64615,59000
10/1/13 1:42,4A,Agg. Assault,39.29173,-76.61713,59000
10/1/13 4:50,4A,Agg. Assault,39.23306,-76.60751,59000
10/1/13 8:14,3JF,Robbery - Residence,39.3018,-76.67088,59000
10/1/13 20:00,3AF,Robbery - Street,39.36138,-76.59418,59000
10/1/13 20:05,3AF,Robbery - Street,39.28961,-76.6137,59000
10/1/13 20:05,3AF,Robbery - Street,39.28961,-76.6137,59000
10/1/13 20:30,3JF,Robbery - Residence,39.30062,-76.62664,59000
10/1/13 20:30,4A,Agg. Assault,39.30062,-76.62664,59000
10/1/13 22:40,3AF,Robbery - Street,39.31005,-76.6434,59000
10/1/13 22:50,3AF,Robbery - Street,39.36537,-76.54088,59000
10/1/13 23:00,3AF,Robbery - Street,39.27476,-76.6143,59000
10/1/13 23:42,3CF,Robbery - Commercial,39.26166,-76.66527,59000
10/2/13 0:41,3AF,Robbery - Street,39.30876,-76.61651,59000
10/2/13 0:41,3AF,Robbery - Street,39.30876,-76.61651,59000
10/2/13 2:05,3AF,Robbery - Street,39.28196,-76.59093,59000
10/2/13 12:00,3AF,Robbery - Street,39.28809,-76.61491,59000
10/2/13 17:05,3AF,Robbery - Street,39.3254,-76.56785,59000
10/3/13 8:00,4A,Agg. Assault,39.31181,-76.60248,59000
10/3/13 20:45,3AF,Robbery - Street,39.36674,-76.56224,59000
10/4/13 0:03,3AF,Robbery - Street,39.33388,-76.63138,59000
10/4/13 0:03,3AF,Robbery - Street,39.33388,-76.63138,59000
10/4/13 13:15,4A,Agg. Assault,39.31573,-76.56373,59000
10/4/13 13:31,9S,Shooting,39.31573,-76.56373,59000
10/4/13 18:05,3AJF,Robbery - Carjacking,39.27774,-76.69792,59000
10/5/13 0:02,3AF,Robbery - Street,39.27885,-76.61118,59000
10/5/13 0:07,3AF,Robbery - Street,39.27799,-76.60699,59000
10/5/13 0:07,3AF,Robbery - Street,39.27799,-76.60699,59000
10/5/13 0:30,3JF,Robbery - Residence,39.31161,-76.70191,59000
10/5/13 1:54,4A,Agg. Assault,39.22445,-76.58843,59000
10/5/13 1:54,9S,Shooting,39.22457,-76.58779,59000
10/5/13 2:46,9S,Shooting,39.31655,-76.61198,59000
10/5/13 2:46,4A,Agg. Assault,39.31701,-76.61044,59000
10/5/13 8:15,3AF,Robbery - Street,39.30596,-76.5798,59000
10/5/13 9:00,3CF,Robbery - Commercial,39.30211,-76.54759,59000
10/5/13 10:45,3AF,Robbery - Street,39.29354,-76.57248,59000
10/5/13 11:50,3AF,Robbery - Street,39.29129,-76.57101,59000
10/5/13 17:10,3AF,Robbery - Street,39.31666,-76.63058,59000
10/5/13 17:10,3AF,Robbery - Street,39.31666,-76.63058,59000
10/5/13 18:52,3AF,Robbery - Street,39.29036,-76.5861,59000
10/5/13 20:30,4A,Agg. Assault,39.29268,-76.67598,59000
10/5/13 20:30,4A,Agg. Assault,39.29268,-76.67598,59000
10/5/13 21:00,4A,Agg. Assault,39.29337,-76.58192,59000
10/5/13 21:30,3AF,Robbery - Street,39.29151,-76.57111,59000
10/5/13 23:30,3AJF,Robbery - Carjacking,39.279,-76.61436,59000
10/6/13 7:20,3GF,Robbery - Commercial,39.36983,-76.54631,59000
10/6/13 11:45,3AF,Robbery - Street,39.32582,-76.56832,59000
10/6/13 17:39,4A,Agg. Assault,39.29472,-76.57488,59000
10/6/13 17:39,9S,Shooting,39.29472,-76.57488,59000
10/6/13 18:02,3CF,Robbery - Commercial,39.31887,-76.62474,59000
10/6/13 19:58,4A,Agg. Assault,39.33675,-76.68291,59000
10/7/13 10:15,4A,Agg. Assault,39.31111,-76.68272,59000
10/7/13 11:49,4A,Agg. Assault,39.24565,-76.62274,59000
10/7/13 15:54,3CF,Robbery - Commercial,39.35557,-76.70157,59000
10/7/13 23:00,3AF,Robbery - Street,39.33012,-76.6267,59000
10/7/13 23:30,3AF,Robbery - Street,39.35086,-76.68068,59000
10/8/13 13:32,3CF,Robbery - Commercial,39.29898,-76.62896,59000
10/8/13 21:00,3JF,Robbery - Residence,39.34612,-76.60907,59000
10/8/13 21:41,4A,Agg. Assault,39.28606,-76.67047,59000
10/8/13 21:45,9S,Shooting,39.28722,-76.66959,59000
10/8/13 22:00,4A,Agg. Assault,39.32479,-76.6829,59000
10/9/13 0:03,3CF,Robbery - Commercial,39.29885,-76.58287,59000
10/9/13 1:40,3AF,Robbery - Street,39.30563,-76.59006,59000
10/9/13 8:20,3JF,Robbery - Residence,39.2928,-76.57243,59000
10/9/13 15:08,3CF,Robbery - Commercial,39.29349,-76.69301,59000
10/9/13 15:20,4A,Agg. Assault,39.28702,-76.64925,59000
10/9/13 18:00,3AF,Robbery - Street,39.30566,-76.67215,59000
10/9/13 19:47,4A,Agg. Assault,39.29879,-76.58289,59000
10/9/13 19:50,9S,Shooting,39.29882,-76.58362,59000
10/9/13 20:00,3NF,Robbery - Street,39.24142,-76.62581,59000
10/10/13 1:10,3AF,Robbery - Street,39.37122,-76.55862,59000
10/10/13 13:10,3AJF,Robbery - Carjacking,39.30967,-76.65291,59000
10/10/13 14:00,3JF,Robbery - Residence,39.35729,-76.56792,59000
10/10/13 15:15,3AF,Robbery - Street,39.2935,-76.69257,59000
10/10/13 18:49,3CF,Robbery - Commercial,39.35508,-76.60991,59000
10/11/13 0:18,1F,Homicide,39.3285,-76.70798,441300
10/11/13 3:18,3CF,Robbery - Commercial,39.282,-76.63372,59000
10/11/13 13:30,3AF,Robbery - Street,39.32037,-76.59164,59000
10/11/13 15:30,3AF,Robbery - Street,39.30186,-76.63883,59000
10/11/13 17:55,3CF,Robbery - Commercial,39.32311,-76.60762,59000
10/11/13 19:32,4A,Agg. Assault,39.29514,-76.66694,59000
10/11/13 19:39,9S,Shooting,39.29514,-76.66694,59000
10/12/13 1:20,3AJF,Robbery - Carjacking,39.32414,-76.65978,59000
10/12/13 6:29,3AF,Robbery - Street,39.29989,-76.58335,59000
10/13/13 1:34,4A,Agg. Assault,39.28723,-76.62595,59000
10/13/13 1:34,9S,Shooting,39.28723,-76.62595,59000
10/13/13 3:55,3AF,Robbery - Street,39.29164,-76.61729,59000
10/13/13 3:55,3AF,Robbery - Street,39.29164,-76.61729,59000
10/13/13 4:05,3GF,Robbery - Commercial,39.29583,-76.61551,59000
10/13/13 12:30,3AF,Robbery - Street,39.28535,-76.67681,59000
10/13/13 13:53,3AF,Robbery - Street,39.2991,-76.64158,59000
10/14/13 1:36,3JF,Robbery - Residence,39.28423,-76.68566,59000
10/14/13 7:25,1F,Homicide,39.33586,-76.70633,441300
10/14/13 20:40,4A,Agg. Assault,39.28367,-76.69497,59000
10/14/13 20:45,3AF,Robbery - Street,39.30618,-76.63948,59000
10/14/13 21:47,1F,Homicide,39.30378,-76.58098,441300
10/15/13 0:25,3AF,Robbery - Street,39.33954,-76.66669,59000
10/15/13 0:25,3AF,Robbery - Street,39.33954,-76.66669,59000
10/15/13 6:50,3AF,Robbery - Street,39.32456,-76.67266,59000
10/15/13 9:50,3AF,Robbery - Street,39.29912,-76.64757,59000
10/15/13 23:08,1F,Homicide,39.33027,-76.66134,441300
10/16/13 0:00,3AF,Robbery - Street,39.28668,-76.6098,59000
10/16/13 1:01,3AF,Robbery - Street,39.29181,-76.58474,59000
10/16/13 8:00,4A,Agg. Assault,39.28929,-76.53727,59000
10/16/13 12:40,3AF,Robbery - Street,39.2991,-76.60376,59000
10/16/13 15:50,3AF,Robbery - Street,39.34071,-76.6614,59000
10/16/13 16:10,4A,Agg. Assault,39.28303,-76.68782,59000
10/16/13 19:52,4A,Agg. Assault,39.29319,-76.66489,59000
10/16/13 19:52,9S,Shooting,39.29319,-76.66489,59000
10/16/13 19:52,9S,Shooting,39.29319,-76.66489,59000
10/16/13 19:52,4A,Agg. Assault,39.29319,-76.66489,59000
10/16/13 23:55,3AF,Robbery - Street,39.37195,-76.56134,59000
10/17/13 0:44,1F,Homicide,39.34825,-76.69112,441300
10/17/13 1:00,3JF,Robbery - Residence,39.32005,-76.60015,59000
10/17/13 1:00,3JF,Robbery - Residence,39.32005,-76.60015,59000
10/17/13 2:28,4A,Agg. Assault,39.28936,-76.67461,59000
10/17/13 2:28,9S,Shooting,39.28936,-76.67461,59000
10/17/13 10:15,3AF,Robbery - Street,39.29371,-76.65094,59000
10/17/13 10:19,3CF,Robbery - Commercial,39.30969,-76.56306,59000
10/17/13 22:20,3AF,Robbery - Street,39.34499,-76.64838,59000
10/17/13 23:30,4A,Agg. Assault,39.28287,-76.68338,59000
10/18/13 5:45,3AF,Robbery - Street,39.29753,-76.62,59000
10/18/13 17:56,1F,Homicide,39.29537,-76.58926,441300
10/18/13 18:20,3CF,Robbery - Commercial,39.29684,-76.63331,59000
10/18/13 23:45,3AJF,Robbery - Carjacking,39.29481,-76.62405,59000
10/19/13 0:10,3CF,Robbery - Commercial,39.35466,-76.70417,59000
10/19/13 0:32,4A,Agg. Assault,39.28956,-76.61495,59000
10/19/13 1:01,3AF,Robbery - Street,39.34076,-76.5566,59000
10/19/13 2:00,3AF,Robbery - Street,39.30693,-76.64344,59000
10/19/13 11:50,3CF,Robbery - Commercial,39.28343,-76.65581,59000
10/19/13 15:51,3CF,Robbery - Commercial,39.33309,-76.70094,59000
10/19/13 15:51,3CF,Robbery - Commercial,39.33309,-76.70094,59000
10/19/13 15:51,3CF,Robbery - Commercial,39.33309,-76.70094,59000
10/19/13 15:51,3CF,Robbery - Commercial,39.33309,-76.70094,59000
10/19/13 15:51,3CF,Robbery - Commercial,39.33309,-76.70094,59000
10/19/13 15:51,3CF,Robbery - Commercial,39.33309,-76.70094,59000
10/19/13 15:51,3CF,Robbery - Commercial,39.33309,-76.70094,59000
10/19/13 15:51,3CF,Robbery - Commercial,39.33309,-76.70094,59000
10/19/13 15:51,3CF,Robbery - Commercial,39.33309,-76.70094,59000
10/19/13 16:12,4A,Agg. Assault,39.30334,-76.54267,59000
10/19/13 16:17,4A,Agg. Assault,39.3701,-76.56187,59000
10/19/13 18:05,4A,Agg. Assault,39.35177,-76.66964,59000
10/19/13 21:40,1F,Homicide,39.28359,-76.65765,441300
10/20/13 0:50,3JF,Robbery - Residence,39.28312,-76.67149,59000
10/20/13 2:17,4A,Agg. Assault,39.30334,-76.54267,59000
10/20/13 4:20,3AF,Robbery - Street,39.29793,-76.57793,59000
10/20/13 8:50,3AF,Robbery - Street,39.29434,-76.59738,59000
10/20/13 15:13,1F,Homicide,39.2988,-76.64643,441300
10/20/13 19:35,3AF,Robbery - Street,39.28293,-76.70585,59000
10/20/13 19:45,3AF,Robbery - Street,39.28918,-76.62768,59000
10/20/13 23:47,3AF,Robbery - Street,39.29567,-76.63715,59000
10/21/13 13:35,3AF,Robbery - Street,39.28938,-76.61967,59000
10/21/13 20:18,3AF,Robbery - Street,39.36435,-76.54621,59000
10/21/13 22:20,3AF,Robbery - Street,39.29567,-76.63715,59000
10/22/13 2:10,3AF,Robbery - Street,39.32109,-76.61717,59000
10/22/13 15:48,1F,Homicide,39.30113,-76.60575,441300
10/22/13 19:24,3AF,Robbery - Street,39.31956,-76.61627,59000
10/22/13 20:00,3AF,Robbery - Street,39.33255,-76.58896,59000
10/22/13 20:36,3AF,Robbery - Street,39.29759,-76.62372,59000
10/22/13 20:36,3AF,Robbery - Street,39.29759,-76.62372,59000
10/22/13 20:36,3AF,Robbery - Street,39.29759,-76.62372,59000
10/22/13 20:36,3AF,Robbery - Street,39.29759,-76.62372,59000
10/22/13 23:20,3NF,Robbery - Street,39.30381,-76.61327,59000
10/23/13 19:27,3JF,Robbery - Residence,39.26172,-76.6469,59000
10/24/13 2:05,3AF,Robbery - Street,39.30363,-76.61265,59000
10/24/13 4:35,3AF,Robbery - Street,39.29533,-76.64287,59000
10/24/13 5:00,3AJF,Robbery - Carjacking,39.31723,-76.57121,59000
10/24/13 14:30,4A,Agg. Assault,39.34731,-76.67841,59000
10/24/13 15:45,3AF,Robbery - Street,39.30349,-76.59796,59000
10/24/13 18:15,1F,Homicide,39.30352,-76.66725,441300
10/24/13 23:19,4A,Agg. Assault,39.32018,-76.56665,59000
10/24/13 23:25,3AF,Robbery - Street,39.35358,-76.54003,59000
10/25/13 3:30,3AF,Robbery - Street,39.30469,-76.61456,59000
10/25/13 9:39,4A,Agg. Assault,39.2901,-76.64527,59000
10/25/13 9:39,9S,Shooting,39.2901,-76.64527,59000
10/25/13 12:10,4A,Agg. Assault,39.30011,-76.57606,59000
10/25/13 12:10,4A,Agg. Assault,39.30011,-76.57606,59000
10/25/13 19:59,1F,Homicide,39.28832,-76.65292,441300
10/25/13 21:15,3AF,Robbery - Street,39.29156,-76.61979,59000
10/25/13 21:23,3JF,Robbery - Residence,39.26683,-76.64937,59000
10/25/13 21:23,4A,Agg. Assault,39.26683,-76.64937,59000
10/25/13 21:23,3JF,Robbery - Residence,39.26683,-76.64937,59000
10/25/13 22:30,3AF,Robbery - Street,39.27936,-76.63364,59000
10/25/13 22:30,3AF,Robbery - Street,39.27936,-76.63364,59000
10/25/13 22:30,3AF,Robbery - Street,39.27936,-76.63364,59000
10/26/13 1:01,3CF,Robbery - Commercial,39.28369,-76.65266,59000
10/26/13 10:55,3CF,Robbery - Commercial,39.28378,-76.65527,59000
10/26/13 18:33,1F,Homicide,39.31413,-76.64526,441300
10/26/13 19:37,3AF,Robbery - Street,39.24659,-76.62517,59000
10/26/13 22:44,4A,Agg. Assault,39.36009,-76.58862,59000
10/27/13 10:00,3AF,Robbery - Street,39.31422,-76.67812,59000
10/27/13 18:20,4A,Agg. Assault,39.36967,-76.56392,59000
10/27/13 18:25,9S,Shooting,39.36967,-76.56392,59000
10/28/13 5:04,3AF,Robbery - Street,39.31309,-76.68099,59000
10/28/13 15:00,3AF,Robbery - Street,39.33184,-76.64301,59000
10/29/13 7:18,4A,Agg. Assault,39.30727,-76.66496,59000
10/29/13 15:10,3AF,Robbery - Street,39.31242,-76.65432,59000
10/29/13 21:20,3AF,Robbery - Street,39.35673,-76.55765,59000
10/29/13 23:10,1F,Homicide,39.29933,-76.62591,441300
10/29/13 23:25,4A,Agg. Assault,39.25123,-76.62475,59000
10/29/13 23:32,9S,Shooting,39.25123,-76.62475,59000
10/30/13 5:33,3AF,Robbery - Street,39.35737,-76.58079,59000
10/30/13 11:00,3AF,Robbery - Street,39.36154,-76.5608,59000
10/30/13 15:25,1F,Homicide,39.30912,-76.66936,441300
10/30/13 20:00,3NF,Robbery - Street,39.29284,-76.60843,59000
10/30/13 20:45,3AF,Robbery - Street,39.32193,-76.68927,59000
10/30/13 23:59,3JF,Robbery - Residence,39.23662,-76.6053,59000
10/31/13 13:11,1F,Homicide,39.31315,-76.60432,441300
10/31/13 13:11,1F,Homicide,39.31315,-76.60432,441300
10/31/13 17:59,4A,Agg. Assault,39.313,-76.60725,59000
10/31/13 17:59,9S,Shooting,39.313,-76.60725,59000
10/31/13 18:30,3NF,Robbery - Street,39.36493,-76.703,59000
10/31/13 20:15,3CF,Robbery - Commercial,39.36013,-76.55466,59000
10/31/13 20:40,4A,Agg. Assault,39.29634,-76.57365,59000
10/31/13 23:30,3AJF,Robbery - Carjacking,39.29594,-76.66841,59000
11/1/13 14:45,3AF,Robbery - Street,39.30725,-76.62786,59000
11/1/13 16:22,4A,Agg. Assault,39.34193,-76.66531,59000
11/1/13 21:30,3AF,Robbery - Street,39.29875,-76.61849,59000
11/2/13 2:45,3AF,Robbery - Street,39.29157,-76.6211,59000
11/2/13 14:08,4A,Agg. Assault,39.30505,-76.60367,59000
11/2/13 14:08,9S,Shooting,39.30505,-76.60367,59000
11/2/13 16:23,4A,Agg. Assault,39.302,-76.67051,59000
11/2/13 16:23,9S,Shooting,39.302,-76.67051,59000
11/2/13 18:15,3JF,Robbery - Residence,39.28357,-76.64497,59000
11/2/13 19:38,3CF,Robbery - Commercial,39.28942,-76.56772,59000
11/2/13 20:55,3AF,Robbery - Street,39.35207,-76.6838,59000
11/2/13 22:07,4A,Agg. Assault,39.24981,-76.63042,59000
11/2/13 22:07,9S,Shooting,39.24981,-76.63042,59000
11/3/13 0:18,3AF,Robbery - Street,39.29764,-76.61994,59000
11/3/13 0:50,4A,Agg. Assault,39.29825,-76.57798,59000
11/3/13 3:30,3AF,Robbery - Street,39.28245,-76.68766,59000
11/3/13 14:10,3AF,Robbery - Street,39.30539,-76.6496,59000
11/3/13 19:20,4A,Agg. Assault,39.30068,-76.60585,59000
11/3/13 20:45,3AF,Robbery - Street,39.3567,-76.55759,59000
11/4/13 9:00,3NF,Robbery - Street,39.2903,-76.59699,59000
11/4/13 9:05,3AF,Robbery - Street,39.29407,-76.64175,59000
11/4/13 17:10,3AF,Robbery - Street,39.28029,-76.69541,59000
11/4/13 18:10,3JF,Robbery - Residence,39.29613,-76.62262,59000
11/4/13 19:15,3AF,Robbery - Street,39.30725,-76.61636,59000
11/5/13 16:44,1F,Homicide,39.28913,-76.59033,441300
11/5/13 16:44,1F,Homicide,39.28913,-76.59033,441300
11/5/13 17:23,1F,Homicide,39.30717,-76.60309,441300
11/5/13 20:35,3CF,Robbery - Commercial,39.2934,-76.69528,59000
11/5/13 20:50,3AF,Robbery - Street,39.28725,-76.59846,59000
11/5/13 21:01,3AF,Robbery - Street,39.36798,-76.55027,59000
11/6/13 1:30,4A,Agg. Assault,39.35396,-76.54125,59000
11/6/13 8:10,3CF,Robbery - Commercial,39.30666,-76.6472,59000
11/6/13 13:45,4A,Agg. Assault,39.31538,-76.61822,59000
11/6/13 13:45,9S,Shooting,39.31538,-76.61822,59000
11/6/13 17:50,3AF,Robbery - Street,39.25814,-76.66459,59000
11/6/13 17:50,3AF,Robbery - Street,39.25814,-76.66459,59000
11/6/13 18:07,1F,Homicide,39.29793,-76.64838,441300
11/6/13 18:15,3AJF,Robbery - Carjacking,39.29687,-76.69174,59000
11/6/13 20:20,3JF,Robbery - Residence,39.31709,-76.55632,59000
11/7/13 0:26,3AF,Robbery - Street,39.31798,-76.56926,59000
11/7/13 2:41,1F,Homicide,39.28845,-76.64119,441300
11/7/13 2:55,3AF,Robbery - Street,39.31023,-76.61492,59000
11/7/13 5:30,3AF,Robbery - Street,39.35555,-76.59695,59000
11/7/13 8:40,3AF,Robbery - Street,39.32583,-76.53636,59000
11/7/13 8:40,3AF,Robbery - Street,39.32583,-76.53636,59000
11/7/13 11:00,3AF,Robbery - Street,39.31121,-76.61795,59000
11/7/13 11:10,4A,Agg. Assault,39.35212,-76.68401,59000
11/7/13 11:20,9S,Shooting,39.35212,-76.68401,59000
11/7/13 18:01,3JF,Robbery - Residence,39.37189,-76.56059,59000
11/7/13 20:00,4A,Agg. Assault,39.29296,-76.56941,59000
11/7/13 22:59,1F,Homicide,39.30136,-76.64692,441300
11/8/13 7:15,3JF,Robbery - Residence,39.32639,-76.61337,59000
11/8/13 7:15,3JF,Robbery - Residence,39.32639,-76.61337,59000
11/8/13 9:00,3CF,Robbery - Commercial,39.28448,-76.65364,59000
11/8/13 9:40,3NF,Robbery - Street,39.30471,-76.65384,59000
11/8/13 9:40,3NF,Robbery - Street,39.30471,-76.65384,59000
11/8/13 9:40,3NF,Robbery - Street,39.30471,-76.65384,59000
11/8/13 12:00,3AF,Robbery - Street,39.3352,-76.60023,59000
11/8/13 12:00,3CF,Robbery - Commercial,39.35352,-76.60986,59000
11/8/13 18:15,3AF,Robbery - Street,39.30388,-76.62633,59000
11/8/13 20:00,3AF,Robbery - Street,39.30093,-76.62791,59000
11/8/13 21:29,4A,Agg. Assault,39.299,-76.62898,59000
11/8/13 21:29,9S,Shooting,39.299,-76.62898,59000
11/9/13 1:16,4A,Agg. Assault,39.29086,-76.68923,59000
