ts,code,description,lat,long,cost
7/19/11 23:08,3JF,Robbery - Residence,39.3391,-76.6617,59000
7/19/11 23:43,9S,Shooting,39.29827,-76.7097,59000
7/20/11 2:30,3CF,Robbery - Commercial,39.36983,-76.54631,59000
7/20/11 12:23,4A,Agg. Assault,39.29827,-76.7097,59000
7/20/11 12:23,4A,Agg. Assault,39.29827,-76.7097,59000
7/20/11 12:55,3CF,Robbery - Commercial,39.29861,-76.65349,59000
7/20/11 17:05,3CF,Robbery - Commercial,39.28646,-76.57062,59000
7/20/11 20:30,4A,Agg. Assault,39.3497,-76.6782,59000
7/21/11 1:10,3AF,Robbery - Street,39.28071,-76.61104,59000
7/21/11 1:10,3AF,Robbery - Street,39.28071,-76.61104,59000
7/21/11 2:45,3JF,Robbery - Residence,39.31255,-76.61669,59000
7/21/11 2:45,3JF,Robbery - Residence,39.31255,-76.61669,59000
7/21/11 2:45,3JF,Robbery - Residence,39.31255,-76.61669,59000
7/21/11 2:45,3JF,Robbery - Residence,39.31255,-76.61669,59000
7/21/11 2:45,3JF,Robbery - Residence,39.31255,-76.61669,59000
7/21/11 5:00,3AF,Robbery - Street,39.29177,-76.58693,59000
7/21/11 21:40,3AF,Robbery - Street,39.30081,-76.62919,59000
7/21/11 22:20,4A,Agg. Assault,39.29413,-76.57494,59000
7/21/11 22:20,4A,Agg. Assault,39.29413,-76.57494,59000
7/21/11 22:20,4A,Agg. Assault,39.29413,-76.57494,59000
7/22/11 0:00,3AF,Robbery - Street,39.29624,-76.67808,59000
7/22/11 0:20,9S,Shooting,39.29667,-76.6773,59000
7/22/11 22:15,4A,Agg. Assault,39.35055,-76.57482,59000
7/23/11 0:48,3AF,Robbery - Street,39.28376,-76.58853,59000
7/23/11 0:48,3AF,Robbery - Street,39.28376,-76.58853,59000
7/23/11 0:48,3AF,Robbery - Street,39.28376,-76.58853,59000
7/23/11 0:48,3AF,Robbery - Street,39.28376,-76.58853,59000
7/23/11 2:18,3AF,Robbery - Street,39.29186,-76.57333,59000
7/23/11 2:20,3AF,Robbery - Street,39.29892,-76.64305,59000
7/23/11 2:23,9S,Shooting,39.29892,-76.64305,59000
7/23/11 4:00,3AF,Robbery - Street,39.29031,-76.62798,59000
7/23/11 5:15,9S,Shooting,39.29611,-76.57135,59000
7/23/11 5:15,4A,Agg. Assault,39.29648,-76.57131,59000
7/23/11 12:55,3AF,Robbery - Street,39.32096,-76.61446,59000
7/23/11 14:00,3AF,Robbery - Street,39.33211,-76.67191,59000
7/23/11 20:30,3NF,Robbery - Street,39.30319,-76.62088,59000
7/23/11 22:00,3AF,Robbery - Street,39.34061,-76.58969,59000
7/24/11 2:54,4A,Agg. Assault,39.30752,-76.5807,59000
7/24/11 3:30,3AF,Robbery - Street,39.29457,-76.67561,59000
7/24/11 18:00,3AF,Robbery - Street,39.30329,-76.62511,59000
7/24/11 20:00,3CF,Robbery - Commercial,39.31868,-76.65399,59000
7/24/11 23:00,4A,Agg. Assault,39.31051,-76.60258,59000
7/24/11 23:00,4A,Agg. Assault,39.31051,-76.60258,59000
7/24/11 23:22,9S,Shooting,39.30933,-76.60251,59000
7/25/11 0:51,9S,Shooting,39.29486,-76.57354,59000
7/25/11 0:51,4A,Agg. Assault,39.2954,-76.57566,59000
7/25/11 1:26,4A,Agg. Assault,39.28706,-76.55422,59000
7/25/11 2:35,4A,Agg. Assault,39.31733,-76.67498,59000
7/25/11 9:30,3AJF,Robbery - Carjacking,39.30177,-76.68547,59000
7/25/11 17:32,3AF,Robbery - Street,39.23707,-76.6131,59000
7/25/11 17:32,3AF,Robbery - Street,39.23707,-76.6131,59000
7/25/11 21:30,3AF,Robbery - Street,39.2899,-76.60898,59000
7/25/11 22:00,3CF,Robbery - Commercial,39.23998,-76.60872,59000
7/25/11 23:45,3AF,Robbery - Street,39.31707,-76.63653,59000
7/26/11 3:45,3AF,Robbery - Street,39.30594,-76.64197,59000
7/26/11 6:42,1F,Homicide,39.32792,-76.56251,441300
7/26/11 6:42,1F,Homicide,39.32792,-76.56251,441300
7/26/11 6:42,1F,Homicide,39.32792,-76.56251,441300
7/26/11 7:50,3AF,Robbery - Street,39.23193,-76.5993,59000
7/26/11 12:00,1F,Homicide,39.30148,-76.57896,441300
7/26/11 15:30,3AF,Robbery - Street,39.30925,-76.66428,59000
7/26/11 16:30,3AF,Robbery - Street,39.32493,-76.53829,59000
7/26/11 21:07,3CF,Robbery - Commercial,39.29913,-76.57431,59000
7/26/11 21:18,4A,Agg. Assault,39.29646,-76.64612,59000
7/26/11 21:18,4A,Agg. Assault,39.29646,-76.64612,59000
7/26/11 21:23,9S,Shooting,39.30602,-76.6336,59000
7/26/11 21:23,3AF,Robbery - Street,39.30606,-76.63364,59000
7/26/11 21:40,3GF,Robbery - Commercial,39.31329,-76.61593,59000
7/26/11 23:30,3AF,Robbery - Street,39.32575,-76.66511,59000
7/27/11 0:28,4A,Agg. Assault,39.31566,-76.569,59000
7/27/11 2:05,1F,Homicide,39.31942,-76.56373,441300
7/27/11 20:19,4A,Agg. Assault,39.29584,-76.58651,59000
7/27/11 20:19,9S,Shooting,39.29584,-76.58651,59000
7/27/11 21:00,4A,Agg. Assault,39.32873,-76.5628,59000
7/27/11 22:30,3AF,Robbery - Street,39.32464,-76.59273,59000
7/27/11 23:44,4A,Agg. Assault,39.28702,-76.69162,59000
7/27/11 23:44,4A,Agg. Assault,39.28702,-76.69162,59000
7/27/11 23:44,4A,Agg. Assault,39.28702,-76.69162,59000
7/27/11 23:44,4A,Agg. Assault,39.28702,-76.69162,59000
7/27/11 23:44,4A,Agg. Assault,39.28702,-76.69162,59000
7/27/11 23:44,4A,Agg. Assault,39.28702,-76.69162,59000
7/28/11 0:36,3AF,Robbery - Street,39.35034,-76.68055,59000
7/28/11 0:58,3AJF,Robbery - Carjacking,39.30951,-76.65733,59000
7/28/11 19:20,3CF,Robbery - Commercial,39.34531,-76.69867,59000
7/28/11 19:30,3AJF,Robbery - Carjacking,39.29414,-76.67434,59000
7/29/11 0:32,9S,Shooting,39.31121,-76.61795,59000
7/29/11 0:34,4A,Agg. Assault,39.31121,-76.61795,59000
7/29/11 0:50,3AF,Robbery - Street,39.29998,-76.68441,59000
7/29/11 1:00,3AF,Robbery - Street,39.34077,-76.69203,59000
7/29/11 1:23,3AF,Robbery - Street,39.34997,-76.67917,59000
7/29/11 2:30,3AF,Robbery - Street,39.28854,-76.64243,59000
7/29/11 5:30,3AF,Robbery - Street,39.31212,-76.67434,59000
7/29/11 5:45,3AF,Robbery - Street,39.31436,-76.67669,59000
7/29/11 10:53,1F,Homicide,39.3048,-76.59324,441300
7/29/11 15:45,3CF,Robbery - Commercial,39.34606,-76.60963,59000
7/29/11 16:00,3AF,Robbery - Street,39.28098,-76.64658,59000
7/29/11 21:05,3AF,Robbery - Street,39.31054,-76.56421,59000
7/29/11 22:44,4A,Agg. Assault,39.30593,-76.58072,59000
7/29/11 22:44,9S,Shooting,39.30593,-76.58072,59000
7/29/11 23:37,4A,Agg. Assault,39.30012,-76.62682,59000
7/29/11 23:37,4A,Agg. Assault,39.30012,-76.62682,59000
7/29/11 23:37,4A,Agg. Assault,39.30012,-76.62682,59000
7/29/11 23:37,9S,Shooting,39.30035,-76.62663,59000
7/29/11 23:37,9S,Shooting,39.30035,-76.62663,59000
7/29/11 23:37,9S,Shooting,39.30035,-76.62663,59000
7/30/11 1:01,3AF,Robbery - Street,39.30749,-76.62119,59000
7/30/11 1:01,3AF,Robbery - Street,39.30749,-76.62119,59000
7/30/11 2:00,3AJF,Robbery - Carjacking,39.30808,-76.66987,59000
7/30/11 2:07,4A,Agg. Assault,39.31876,-76.55088,59000
7/30/11 2:40,9S,Shooting,39.31876,-76.55088,59000
7/30/11 2:40,1F,Homicide,39.31876,-76.55088,441300
7/30/11 2:40,9S,Shooting,39.31876,-76.55088,59000
7/30/11 3:15,3JF,Robbery - Residence,39.32063,-76.69375,59000
7/30/11 3:15,3JF,Robbery - Residence,39.32063,-76.69375,59000
7/30/11 4:22,3NF,Robbery - Street,39.3326,-76.56242,59000
7/30/11 4:27,3AF,Robbery - Street,39.33085,-76.53293,59000
7/30/11 5:15,4A,Agg. Assault,39.29455,-76.66207,59000
7/30/11 19:55,3AF,Robbery - Street,39.28959,-76.61101,59000
7/30/11 19:55,3AF,Robbery - Street,39.28959,-76.61101,59000
7/30/11 20:00,3CF,Robbery - Commercial,39.26062,-76.60886,59000
7/30/11 22:45,3CF,Robbery - Commercial,39.295,-76.58485,59000
7/31/11 1:00,4A,Agg. Assault,39.28673,-76.60844,59000
7/31/11 1:55,4A,Agg. Assault,39.3039,-76.57822,59000
7/31/11 2:21,3AF,Robbery - Street,39.35081,-76.67054,59000
7/31/11 2:25,4A,Agg. Assault,39.32988,-76.68016,59000
7/31/11 8:30,4A,Agg. Assault,39.34477,-76.54859,59000
7/31/11 11:16,4A,Agg. Assault,39.25155,-76.64229,59000
7/31/11 19:45,4A,Agg. Assault,39.34095,-76.66321,59000
7/31/11 19:45,4A,Agg. Assault,39.34095,-76.66321,59000
7/31/11 19:45,4A,Agg. Assault,39.34095,-76.66321,59000
7/31/11 21:12,1F,Homicide,39.29782,-76.71048,441300
7/31/11 21:12,1F,Homicide,39.29782,-76.71048,441300
7/31/11 21:55,3AF,Robbery - Street,39.24839,-76.62363,59000
8/1/11 0:42,3AF,Robbery - Street,39.30599,-76.63769,59000
8/1/11 6:45,3AF,Robbery - Street,39.32537,-76.59046,59000
8/1/11 7:12,9S,Shooting,39.32537,-76.59046,59000
8/1/11 13:25,3AF,Robbery - Street,39.28707,-76.62841,59000
8/1/11 16:07,4A,Agg. Assault,39.32464,-76.5927,59000
8/1/11 16:07,9S,Shooting,39.32464,-76.59272,59000
8/1/11 17:06,3CF,Robbery - Commercial,39.34346,-76.68322,59000
8/1/11 17:06,9S,Shooting,39.34346,-76.68322,59000
8/1/11 19:05,3AF,Robbery - Street,39.32615,-76.60573,59000
8/1/11 19:16,3AF,Robbery - Street,39.28869,-76.63576,59000
8/1/11 19:16,3AF,Robbery - Street,39.28869,-76.63576,59000
8/1/11 22:20,4A,Agg. Assault,39.35849,-76.56472,59000
8/1/11 23:18,1F,Homicide,39.31471,-76.59509,441300
8/2/11 0:30,3AF,Robbery - Street,39.33599,-76.69344,59000
8/2/11 13:40,3JF,Robbery - Residence,39.29308,-76.67404,59000
8/2/11 21:05,3AJF,Robbery - Carjacking,39.29731,-76.6206,59000
8/2/11 22:30,3AF,Robbery - Street,39.34503,-76.67278,59000
8/2/11 23:42,3AF,Robbery - Street,39.29366,-76.58561,59000
8/3/11 0:00,9S,Shooting,39.31428,-76.68014,59000
8/3/11 0:28,4A,Agg. Assault,39.30919,-76.64055,59000
8/3/11 10:17,3AF,Robbery - Street,39.24572,-76.62261,59000
8/3/11 11:46,3CF,Robbery - Commercial,39.32212,-76.54797,59000
8/3/11 15:30,3JF,Robbery - Residence,39.35992,-76.54885,59000
8/3/11 21:59,9S,Shooting,39.30536,-76.64481,59000
8/3/11 22:02,4A,Agg. Assault,39.30534,-76.64526,59000
8/3/11 23:45,3AF,Robbery - Street,39.34313,-76.59479,59000
8/3/11 23:57,4A,Agg. Assault,39.31431,-76.68015,59000
8/4/11 1:35,3AF,Robbery - Street,39.34306,-76.59466,59000
8/4/11 1:35,3AF,Robbery - Street,39.34306,-76.59466,59000
8/4/11 5:06,4A,Agg. Assault,39.28243,-76.68464,59000
8/4/11 5:06,9S,Shooting,39.28256,-76.68547,59000
8/4/11 5:12,3CF,Robbery - Commercial,39.2485,-76.63986,59000
8/4/11 14:11,9S,Shooting,39.24484,-76.62595,59000
8/4/11 14:15,4A,Agg. Assault,39.24484,-76.62595,59000
8/4/11 21:25,3GF,Robbery - Commercial,39.35756,-76.70439,59000
8/4/11 22:10,3AF,Robbery - Street,39.28041,-76.64785,59000
8/4/11 22:30,3AF,Robbery - Street,39.33769,-76.68587,59000
8/4/11 22:50,3AF,Robbery - Street,39.36747,-76.59324,59000
8/5/11 0:38,9S,Shooting,39.32358,-76.68689,59000
8/5/11 0:40,3CF,Robbery - Commercial,39.27198,-76.54724,59000
8/5/11 2:30,4A,Agg. Assault,39.30527,-76.60057,59000
8/5/11 10:40,3AF,Robbery - Street,39.31501,-76.56839,59000
8/5/11 14:30,3AF,Robbery - Street,39.29285,-76.62124,59000
8/5/11 14:40,3AF,Robbery - Street,39.35226,-76.56156,59000
8/5/11 15:30,3JF,Robbery - Residence,39.32039,-76.55223,59000
8/5/11 16:45,3JF,Robbery - Residence,39.26371,-76.63158,59000
8/5/11 16:45,3JF,Robbery - Residence,39.26371,-76.63158,59000
8/5/11 16:45,3JF,Robbery - Residence,39.26371,-76.63158,59000
8/5/11 16:45,3JF,Robbery - Residence,39.26371,-76.63158,59000
8/5/11 16:45,3JF,Robbery - Residence,39.26371,-76.63158,59000
8/5/11 20:00,3AF,Robbery - Street,39.29055,-76.61007,59000
8/5/11 22:53,3AF,Robbery - Street,39.37162,-76.59483,59000
8/5/11 22:53,3AF,Robbery - Street,39.37162,-76.59483,59000
8/5/11 23:34,4A,Agg. Assault,39.28116,-76.65704,59000
8/5/11 23:34,4A,Agg. Assault,39.28116,-76.65704,59000
8/5/11 23:39,3AF,Robbery - Street,39.28216,-76.57415,59000
8/5/11 23:39,3AF,Robbery - Street,39.28216,-76.57415,59000
8/5/11 23:50,4A,Agg. Assault,39.34749,-76.68466,59000
8/5/11 23:50,4A,Agg. Assault,39.34749,-76.68466,59000
8/6/11 2:57,3CF,Robbery - Commercial,39.33273,-76.55931,59000
8/6/11 22:00,3AF,Robbery - Street,39.29056,-76.58465,59000
8/6/11 22:00,3AF,Robbery - Street,39.29056,-76.58465,59000
8/6/11 22:00,3AF,Robbery - Street,39.29056,-76.58465,59000
8/6/11 22:00,3AF,Robbery - Street,39.29056,-76.58465,59000
8/6/11 22:30,4A,Agg. Assault,39.30391,-76.60494,59000
8/6/11 23:30,3AJF,Robbery - Carjacking,39.29895,-76.64589,59000
8/7/11 1:21,3AF,Robbery - Street,39.32484,-76.62182,59000
8/7/11 13:00,4A,Agg. Assault,39.28062,-76.63813,59000
8/7/11 14:30,3CF,Robbery - Commercial,39.31705,-76.61698,59000
8/7/11 14:40,3CF,Robbery - Commercial,39.31569,-76.61688,59000
8/7/11 19:50,4A,Agg. Assault,39.34639,-76.67524,59000
8/7/11 21:50,3AF,Robbery - Street,39.28884,-76.67249,59000
8/7/11 23:30,4A,Agg. Assault,39.28553,-76.69688,59000
8/7/11 23:30,3JF,Robbery - Residence,39.28553,-76.69688,59000
8/7/11 23:30,3JF,Robbery - Residence,39.28553,-76.69688,59000
8/7/11 23:30,4A,Agg. Assault,39.28553,-76.69688,59000
8/8/11 1:33,9S,Shooting,39.30846,-76.626,59000
8/8/11 8:50,4A,Agg. Assault,39.34543,-76.54254,59000
8/8/11 19:48,3CF,Robbery - Commercial,39.29362,-76.5741,59000
8/8/11 20:10,3CF,Robbery - Commercial,39.29439,-76.58332,59000
8/8/11 20:30,4A,Agg. Assault,39.2924,-76.55988,59000
8/8/11 22:50,4A,Agg. Assault,39.23191,-76.59923,59000
8/8/11 22:50,9S,Shooting,39.23283,-76.59884,59000
8/8/11 23:00,4A,Agg. Assault,39.33384,-76.69605,59000
8/9/11 22:45,3AJF,Robbery - Carjacking,39.34523,-76.67147,59000
8/10/11 0:00,3AF,Robbery - Street,39.31536,-76.57559,59000
8/10/11 2:30,3AF,Robbery - Street,39.32333,-76.58788,59000
8/10/11 2:40,4A,Agg. Assault,39.29739,-76.57728,59000
8/10/11 2:42,9S,Shooting,39.29739,-76.57728,59000
8/10/11 5:30,3CF,Robbery - Commercial,39.30128,-76.6027,59000
8/10/11 13:35,3JF,Robbery - Residence,39.34429,-76.67475,59000
8/10/11 14:57,3CF,Robbery - Commercial,39.35557,-76.70157,59000
8/10/11 18:50,4A,Agg. Assault,39.34388,-76.69384,59000
8/10/11 18:52,9S,Shooting,39.34438,-76.69354,59000
8/10/11 20:15,3AF,Robbery - Street,39.33279,-76.69956,59000
8/10/11 20:15,3AF,Robbery - Street,39.33279,-76.69956,59000
8/10/11 21:15,3AF,Robbery - Street,39.30054,-76.63463,59000
8/10/11 22:20,4A,Agg. Assault,39.30349,-76.629,59000
8/10/11 22:20,4A,Agg. Assault,39.30349,-76.629,59000
8/10/11 23:30,3AF,Robbery - Street,39.30302,-76.60125,59000
8/10/11 23:50,3AF,Robbery - Street,39.30986,-76.64829,59000
8/11/11 0:27,3AF,Robbery - Street,39.34869,-76.66995,59000
8/11/11 1:01,4A,Agg. Assault,39.36175,-76.56559,59000
8/11/11 21:57,9S,Shooting,39.36175,-76.56559,59000
8/12/11 0:00,3AF,Robbery - Street,39.33296,-76.67023,59000
8/12/11 1:10,3AF,Robbery - Street,39.30815,-76.63477,59000
8/12/11 3:09,9S,Shooting,39.30788,-76.58524,59000
8/12/11 3:20,3AF,Robbery - Street,39.30967,-76.65291,59000
8/12/11 23:35,3AF,Robbery - Street,39.2917,-76.5886,59000
8/13/11 0:52,3CF,Robbery - Commercial,39.28775,-76.5399,59000
8/13/11 2:05,3AF,Robbery - Street,39.32355,-76.61326,59000
8/13/11 15:50,3AF,Robbery - Street,39.33719,-76.70682,59000
8/13/11 18:08,3CF,Robbery - Commercial,39.34934,-76.60971,59000
8/13/11 21:15,3AF,Robbery - Street,39.28913,-76.59033,59000
8/13/11 21:21,3CF,Robbery - Commercial,39.35435,-76.55964,59000
8/13/11 21:22,3CF,Robbery - Commercial,39.30185,-76.54847,59000
8/13/11 22:51,3CF,Robbery - Commercial,39.34501,-76.62715,59000
8/13/11 23:00,3AF,Robbery - Street,39.28683,-76.68885,59000
8/13/11 23:00,3AF,Robbery - Street,39.28683,-76.68885,59000
8/14/11 1:35,3AF,Robbery - Street,39.29555,-76.63618,59000
8/14/11 2:20,3AF,Robbery - Street,39.3094,-76.6331,59000
8/14/11 2:55,3AF,Robbery - Street,39.27724,-76.61063,59000
8/14/11 2:55,3AF,Robbery - Street,39.27724,-76.61063,59000
8/14/11 3:12,1F,Homicide,39.34241,-76.66327,441300
8/14/11 4:55,3AF,Robbery - Street,39.26335,-76.65622,59000
8/14/11 4:55,3AF,Robbery - Street,39.26335,-76.65622,59000
8/14/11 6:15,3AF,Robbery - Street,39.33506,-76.68807,59000
8/14/11 9:45,3AF,Robbery - Street,39.35114,-76.66598,59000
8/14/11 11:20,3CF,Robbery - Commercial,39.30177,-76.61919,59000
8/14/11 18:40,3AJF,Robbery - Carjacking,39.29893,-76.58078,59000
8/14/11 18:45,3AF,Robbery - Street,39.31228,-76.66854,59000
8/14/11 18:45,3AF,Robbery - Street,39.31228,-76.66854,59000
8/14/11 18:50,3CF,Robbery - Commercial,39.285,-76.61309,59000
8/14/11 20:30,3AF,Robbery - Street,39.33056,-76.67667,59000
8/14/11 21:30,1F,Homicide,39.311,-76.67429,441300
8/15/11 1:30,4A,Agg. Assault,39.29502,-76.60157,59000
8/15/11 3:01,3CF,Robbery - Commercial,39.34251,-76.5453,59000
8/15/11 11:00,4A,Agg. Assault,39.28943,-76.67462,59000
8/15/11 13:15,4A,Agg. Assault,39.23453,-76.59646,59000
8/15/11 17:02,3AF,Robbery - Street,39.32248,-76.56163,59000
8/15/11 18:26,3AF,Robbery - Street,39.30598,-76.62583,59000
8/15/11 19:10,3AF,Robbery - Street,39.30449,-76.63168,59000
8/15/11 19:10,3AF,Robbery - Street,39.30449,-76.63168,59000
8/15/11 21:05,3AF,Robbery - Street,39.3332,-76.70043,59000
8/15/11 21:05,3AF,Robbery - Street,39.3332,-76.70043,59000
8/15/11 23:00,3AJF,Robbery - Carjacking,39.29872,-76.61417,59000
8/15/11 23:15,3AF,Robbery - Street,39.30739,-76.5841,59000
8/16/11 0:20,3AJF,Robbery - Carjacking,39.31005,-76.6434,59000
8/16/11 0:20,3AJF,Robbery - Carjacking,39.31005,-76.6434,59000
8/16/11 1:01,3AF,Robbery - Street,39.3047,-76.61054,59000
8/16/11 1:50,3AF,Robbery - Street,39.27901,-76.69391,59000
8/16/11 1:50,3AF,Robbery - Street,39.27901,-76.69391,59000
8/16/11 4:10,3AF,Robbery - Street,39.34636,-76.59947,59000
8/16/11 11:00,4A,Agg. Assault,39.26457,-76.65485,59000
8/16/11 13:43,3CF,Robbery - Commercial,39.34753,-76.69913,59000
8/16/11 17:02,3CF,Robbery - Commercial,39.34401,-76.68787,59000
8/16/11 21:48,3AF,Robbery - Street,39.34281,-76.56913,59000
8/16/11 21:50,4A,Agg. Assault,39.28876,-76.63424,59000
8/16/11 22:55,4A,Agg. Assault,39.32825,-76.696,59000
8/17/11 0:10,3CF,Robbery - Commercial,39.34501,-76.67159,59000
8/17/11 3:00,4A,Agg. Assault,39.30384,-76.63296,59000
8/17/11 5:30,3JF,Robbery - Residence,39.30482,-76.61334,59000
8/17/11 19:50,3AF,Robbery - Street,39.31833,-76.57017,59000
8/17/11 19:50,9S,Shooting,39.31869,-76.57036,59000
8/18/11 2:40,3AF,Robbery - Street,39.29259,-76.59957,59000
8/18/11 2:40,3AF,Robbery - Street,39.29259,-76.59957,59000
8/18/11 12:25,4A,Agg. Assault,39.28509,-76.68342,59000
8/18/11 12:25,3JF,Robbery - Residence,39.28509,-76.68342,59000
8/18/11 12:25,4A,Agg. Assault,39.28509,-76.68342,59000
8/18/11 12:25,4A,Agg. Assault,39.28509,-76.68342,59000
8/18/11 13:30,9S,Shooting,39.2945,-76.67728,59000
8/18/11 13:32,4A,Agg. Assault,39.29453,-76.67721,59000
8/18/11 19:00,3AF,Robbery - Street,39.30181,-76.69495,59000
8/18/11 20:20,3GF,Robbery - Commercial,39.26449,-76.65493,59000
8/18/11 21:10,3AF,Robbery - Street,39.33416,-76.70854,59000
8/18/11 21:10,3JF,Robbery - Residence,39.33416,-76.70854,59000
8/18/11 23:24,4A,Agg. Assault,39.29681,-76.63926,59000
8/18/11 23:24,4A,Agg. Assault,39.29681,-76.63926,59000
8/18/11 23:24,9S,Shooting,39.29681,-76.63926,59000
8/18/11 23:24,9S,Shooting,39.29681,-76.63926,59000
8/19/11 0:05,3CF,Robbery - Commercial,39.31947,-76.6559,59000
8/19/11 0:55,3AF,Robbery - Street,39.34543,-76.6685,59000
8/19/11 1:30,4A,Agg. Assault,39.30181,-76.69495,59000
8/19/11 1:30,4A,Agg. Assault,39.30181,-76.69495,59000
8/19/11 8:24,3AF,Robbery - Street,39.3364,-76.60921,59000
8/19/11 8:24,3AF,Robbery - Street,39.3364,-76.60921,59000
8/19/11 13:00,3JF,Robbery - Residence,39.28057,-76.65085,59000
8/19/11 13:00,3JF,Robbery - Residence,39.28057,-76.65085,59000
8/19/11 13:00,3JF,Robbery - Residence,39.28057,-76.65085,59000
8/19/11 16:30,4A,Agg. Assault,39.28618,-76.64581,59000
8/19/11 21:26,3AF,Robbery - Street,39.30213,-76.60031,59000
8/19/11 22:15,3AF,Robbery - Street,39.36346,-76.71025,59000
8/20/11 1:54,9S,Shooting,39.30817,-76.70714,59000
8/20/11 2:20,3AF,Robbery - Street,39.28338,-76.5727,59000
8/20/11 2:20,4A,Agg. Assault,39.30817,-76.70714,59000
8/20/11 2:32,3AF,Robbery - Street,39.29215,-76.57891,59000
8/20/11 2:45,3AF,Robbery - Street,39.2947,-76.57639,59000
8/20/11 5:49,9S,Shooting,39.29567,-76.63715,59000
8/20/11 5:49,3AF,Robbery - Street,39.29581,-76.63708,59000
8/20/11 12:00,3AF,Robbery - Street,39.34065,-76.59061,59000
8/20/11 16:08,3AF,Robbery - Street,39.30021,-76.58384,59000
8/20/11 16:36,9S,Shooting,39.28625,-76.6456,59000
8/20/11 20:36,3AF,Robbery - Street,39.30716,-76.6244,59000
8/20/11 20:36,3AF,Robbery - Street,39.30716,-76.6244,59000
8/20/11 22:10,3AF,Robbery - Street,39.29285,-76.62124,59000
8/20/11 22:10,3AF,Robbery - Street,39.29285,-76.62124,59000
8/20/11 23:45,3CF,Robbery - Commercial,39.30173,-76.61436,59000
8/21/11 0:45,3JF,Robbery - Residence,39.28401,-76.64492,59000
8/21/11 1:20,3AF,Robbery - Street,39.31543,-76.6122,59000
8/21/11 3:10,3CF,Robbery - Commercial,39.23487,-76.59756,59000
8/21/11 4:15,3AF,Robbery - Street,39.33608,-76.6755,59000
8/21/11 6:00,3AF,Robbery - Street,39.32028,-76.7099,59000
8/21/11 15:00,3AJF,Robbery - Carjacking,39.29141,-76.56647,59000
8/21/11 17:20,3CF,Robbery - Commercial,39.25167,-76.64716,59000
8/21/11 21:49,4A,Agg. Assault,39.3314,-76.69572,59000
8/21/11 22:05,3AF,Robbery - Street,39.28556,-76.67107,59000
8/22/11 3:57,3EF,Robbery - Commercial,39.26166,-76.66527,59000
8/22/11 4:00,3AF,Robbery - Street,39.29271,-76.62858,59000
8/22/11 11:18,1F,Homicide,39.29016,-76.67947,441300
8/22/11 11:18,4A,Agg. Assault,39.29021,-76.67939,59000
8/22/11 15:47,3CF,Robbery - Commercial,39.28844,-76.61365,59000
8/22/11 22:00,3JF,Robbery - Residence,39.35377,-76.56225,59000
8/22/11 22:28,1F,Homicide,39.30374,-76.58201,441300
8/22/11 23:10,3AF,Robbery - Street,39.36512,-76.6026,59000
8/23/11 0:50,3AF,Robbery - Street,39.33608,-76.6755,59000
8/23/11 2:02,4A,Agg. Assault,39.28806,-76.59585,59000
8/23/11 6:22,4A,Agg. Assault,39.31071,-76.59442,59000
8/23/11 6:22,3JF,Robbery - Residence,39.31071,-76.59442,59000
8/23/11 7:40,4A,Agg. Assault,39.34564,-76.67049,59000
8/23/11 13:55,4A,Agg. Assault,39.29703,-76.60188,59000
8/23/11 13:59,9S,Shooting,39.29703,-76.60188,59000
8/23/11 15:39,4A,Agg. Assault,39.30441,-76.64472,59000
8/23/11 15:39,9S,Shooting,39.30441,-76.64472,59000
8/23/11 18:05,3AF,Robbery - Street,39.31225,-76.63579,59000
8/23/11 20:34,4A,Agg. Assault,39.28702,-76.64915,59000
8/23/11 22:03,3AF,Robbery - Street,39.32266,-76.55314,59000
8/23/11 22:03,1F,Homicide,39.32266,-76.55314,441300
8/23/11 22:03,9S,Shooting,39.32266,-76.55314,59000
8/23/11 22:50,4A,Agg. Assault,39.32592,-76.68118,59000
8/23/11 22:55,1F,Homicide,39.32552,-76.67964,441300
8/23/11 22:55,9S,Shooting,39.32552,-76.67964,59000
8/24/11 1:35,4A,Agg. Assault,39.30488,-76.58129,59000
8/24/11 1:44,9S,Shooting,39.30488,-76.58129,59000
8/24/11 2:44,3GF,Robbery - Commercial,39.32919,-76.54154,59000
8/24/11 3:30,3CF,Robbery - Commercial,39.32167,-76.62044,59000
8/24/11 14:30,3CF,Robbery - Commercial,39.24965,-76.62382,59000
8/24/11 14:37,3CF,Robbery - Commercial,39.31005,-76.6434,59000
8/24/11 22:06,3AF,Robbery - Street,39.34048,-76.6032,59000
8/24/11 22:40,4A,Agg. Assault,39.31585,-76.54765,59000
8/25/11 0:30,3AF,Robbery - Street,39.32993,-76.68013,59000
8/25/11 0:33,1F,Homicide,39.30396,-76.60509,441300
8/25/11 1:01,3JF,Robbery - Residence,39.33683,-76.56193,59000
8/25/11 2:50,3GF,Robbery - Commercial,39.28099,-76.5547,59000
8/25/11 10:18,9S,Shooting,39.33713,-76.67643,59000
8/25/11 10:18,9S,Shooting,39.33713,-76.67643,59000
8/25/11 17:30,3CF,Robbery - Commercial,39.33758,-76.63487,59000
8/25/11 22:18,4A,Agg. Assault,39.33611,-76.67544,59000
8/25/11 22:18,4A,Agg. Assault,39.33611,-76.67544,59000
8/25/11 22:50,3AF,Robbery - Street,39.33567,-76.67288,59000
8/25/11 23:15,3AF,Robbery - Street,39.32743,-76.607,59000
